Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Carretera A Chicoasen,29020,Los Laguitos,Tuxtla Gutierrez,Tuxtla Gutierrez,Chiapas,16.76131529,-93.14945488,4468
Piua No. 318,2800,Nueva Santa Maria,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.47002601,-99.1700426,1816
San Borja,3020,Narvarte Poniente,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.38306219,-99.15818221,1856
Obrero Mundial,3100,Del Valle Centro,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.40123383,-99.16218741,1996
Angel Urraza,3100,Del Valle Centro,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.3824184,-99.16508743,1883
Municipio Libre,3300,Portales Sur,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.36982478,-99.15242606,1839
Bulgaria,3300,Portales Sur,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.37239035,-99.15236587,1867
Av. Coyoacan,3330,Xoco,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.35918457,-99.17057433,2032
Av.Popocatepetl,3340,General Anaya,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.36428794,-99.1612,1990
Eje Central Lazaro Cardenas,3400,Alamos,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.40246273,-99.14502992,1907
Medicina,31200,Magisterial Universidad,Chihuahua,Chihuahua,Chihuahua,28.65766966,-106.0935308,1296
Av.Ddivision Del Norte,31203,San Felipe I,Chihuahua,Chihuahua,Chihuahua,28.64500853,-106.0919871,1278
Av. Plutarco Elias Calles,3550,Zacahuitzco,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.37366298,-99.13645208,1915
Plutarco Elias Calles,3580,Miravalle,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.35937234,-99.1391652,1888
Calzada De Tlalpan,3590,Ermita,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.36218697,-99.14198248,1940
Ixcateopan,3600,Vertiz Narvarte,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.38247957,-99.15671022,1832
Revolucion,3700,Nonoalco,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.3765777,-99.18779814,1836
Av. Revolucion,3910,Mixcoac,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.37835651,-99.18755306,2015
Av. Revolución No. 889,3910,Mixcoac,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.374499,-99.18802709,1837
"Patriotismo, Local B",3920,Insurgentes Mixcoac,Benito Juarez,Ciudad De Mexico,Ciudad de México,19.37560136,-99.18651247,2004
Av. Division Del Norte,4100,Del Carmen,Coyoacan,Ciudad De Mexico,Ciudad de México,19.35179545,-99.15151798,1970
Dostoyevski,31136,Alamedas V,Chihuahua,Chihuahua,Chihuahua,28.72696993,-106.1179094,1320
Nogales,31137,Pedro Dominguez,Chihuahua,Chihuahua,Chihuahua,28.73358579,-106.1044492,1295
Calzada Pedro Galvan No. 289 Sur Colonia Cnetro,28060,San Pablo,Colima,Colima,Colima,19.23308586,-103.7209415,1398
4A Av Sur Poniente,30029,San Sebastian,Comitan De Dominguez,Comitan De Dominguez,Chiapas,16.24421525,-92.13646949,4459
2Da.Calle Sur Poniente Esq. 10A. Av. Poniente Sur,30060,Candelaria,Comitan De Dominguez,Comitan De Dominguez,Chiapas,16.244177,-92.145467,4319
Carretera Libre Delicias-Saucillo,33620,Saucillo,Saucillo,Saucillo,Chihuahua,28.14500102,-105.3421332,1395
Av. Guillermo Prieto Y Calle Francisco Marquez,33700,Ciudad Camargo Centro,Camargo,Ciudad Camargo,Chihuahua,27.68708318,-105.1742766,1361
Flores Magon,31020,Zarco,Chihuahua,Chihuahua,Chihuahua,28.61192419,-106.0904113,1318
11A,31050,San Rafael,Chihuahua,Chihuahua,Chihuahua,28.62744824,-106.0546874,1321
Av. Niuos Heroes Km 5,33820,Progreso,Hidalgo Del Parral,Hidalgo Del Parral,Chihuahua,26.93436216,-105.722369,1285
Av. Central Sur Esq. 2A. Oriente,30830,Puerto Madero,Tapachula,Tapachula,Chiapas,14.71792188,-92.4227828,4450
Av. La Cantera Y Av. Mision Del Bosque,31054,Valle Escondido,Chihuahua,Chihuahua,Chihuahua,28.64896266,-106.1382561,1303
Blvd. Fuentes Mares,31063,Nueva España I,Chihuahua,Chihuahua,Chihuahua,28.62134573,-106.0351411,1258
1A Poniente,30700,Tapachula Centro,Tapachula,Tapachula,Chiapas,14.90804708,-92.26350543,4476
Calle Central Poniente,30700,Tapachula Centro,Tapachula,Tapachula,Chiapas,14.91010213,-92.26849059,4453
2Da. Calle Oriente,30700,Tapachula Centro,Tapachula,Tapachula,Chiapas,14.90537424,-92.26400778,4403
Repartidor Vial Delicias,31075,Sector 78,Chihuahua,Chihuahua,Chihuahua,28.58618355,-105.9606798,1287
Av. Jose Ma. Iglesias,31100,Las Granjas,Chihuahua,Chihuahua,Chihuahua,28.66693269,-106.1113029,1401
Dr. Galvez,1000,San Angel,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.34334522,-99.18969343,1893
Av. Desierto De Los Leones,1799,Camino Real De Tetelpan,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.34285366,-99.22383324,1861
Av. Francisco Sarabia Sur,30560,Mapastepec,Mapastepec,Mapastepec,Chiapas,15.43635546,-92.89802228,4330
"Av. Insurgentes Sur, Local 1 Aa",1070,Chimalistac,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.33931144,-99.19008988,2006
Queretaro,1080,Progreso,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.33936955,-99.20505445,1926
Periferico De La Juventud #4301,31110,Colinas Del Sol,Chihuahua,Chihuahua,Chihuahua,28.65340321,-106.1299618,1260
Carretera Costera,30600,Escuintla,Escuintla,Escuintla,Chiapas,15.05074251,-92.39989118,4385
Circuito Perometral,33880,Fuentes De Bellavista,Hidalgo Del Parral,Hidalgo Del Parral,Chihuahua,26.91776204,-105.6711818,1251
Calle 10,1180,San Pedro De Los Pinos,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.38966329,-99.19244378,1978
Av. Vasco De Quiroga,1210,Santa Fe,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.36697349,-99.2637018,1944
Paso Florentino,1250,Lomas De Nuevo Mexico,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.38346927,-99.23327364,1838
Av. Independencia Y Pedro De Lille,33890,Bellavista,Hidalgo Del Parral,Hidalgo Del Parral,Chihuahua,26.92796715,-105.6507865,1407
Joaquin Pardave,32575,Praderas De Las Torres,Juarez,Ciudad Juarez,Chihuahua,31.61505849,-106.3917205,1252
Bufalo,32575,Praderas Del Sur,Juarez,Ciudad Juarez,Chihuahua,31.62216201,-106.3733004,1303
40 Ejidatarios,32575,Rincones De Salvacar,Juarez,Ciudad Juarez,Chihuahua,31.59906562,-106.3923284,1370
Av. Cuitlahuac  Esq. Poniente 44,2080,Claveria,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.46060276,-99.17805452,1939
Calz. Camarones,2080,Loteria Nacional,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.47024283,-99.17869063,1947
Cinco De Mayo,1600,Merced Gomez,Alvaro Obregon,Ciudad De Mexico,Ciudad de México,19.36457067,-99.19526049,2010
Matamoros,32320,Insurgentes,Juarez,Ciudad Juarez,Chihuahua,31.7428306,-106.5142,1210
Ave De La Llave Y C. 12,31000,Zona Centro,Chihuahua,Chihuahua,Chihuahua,28.6301345,-106.0755191,1327
Ojinaga,31000,Zona Centro,Chihuahua,Chihuahua,Chihuahua,28.63649865,-106.0743835,1245
Av. Aquiles Serdan,2460,La Preciosa,Azcapotzalco,Ciudad De Mexico,Ciudad de México,19.48780268,-99.19266738,1990
Independencia,21240,Prohogar,Mexicali,Mexicali,Baja California,32.63935953,-115.4323731,792
Calzada Cuauhtemoc,21240,Vista Hermosa,Mexicali,Mexicali,Baja California,32.65856155,-115.4242285,692
Blvd. Venustiano Carranza,21259,Rivera,Mexicali,Mexicali,Baja California,32.6436441,-115.3993464,755
Blvd. Lopez Montejano,21280,Residencias,Mexicali,Mexicali,Baja California,32.62750302,-115.4519328,776
Calz. Independencia Y Av. Maria Turuel De Velazco,21290,Independencia,Mexicali,Mexicali,Baja California,32.63796673,-115.4447437,889
Lazaro Cardenas,21307,Villanova,Mexicali,Mexicali,Baja California,32.62329904,-115.4986218,825
Calz. Lazaro Cardenas Y Lombardo Toledano,21330,Las Flores,Mexicali,Mexicali,Baja California,32.62403282,-115.4726787,690
Islas Malvinas,21337,Televisora,Mexicali,Mexicali,Baja California,32.61353273,-115.4882992,868
Carr. 57 Qro-Slp,37900,La Cienega,San Luis De La Paz,San Luis De La Paz,Guanajuato,21.2417,-100.58309,2254
Boulevard Glez De La Vega Esq. Cuatrocienegas,35070,Valle Del Nazas,Gomez Palacio,Gomez Palacio,Durango,25.55693841,-103.4741053,1599
Yucatan,35090,Las Rosas,Gomez Palacio,Gomez Palacio,Durango,25.55187085,-103.4890235,1463
Plaza Principal,37980,San Jose Iturbide,San Jose Iturbide,San Jose Iturbide,Guanajuato,21.00027,-100.38629,2352
Carr. Queretaro - San Luis Potosi,37980,San Jose Iturbide,San Jose Iturbide,San Jose Iturbide,Guanajuato,21.07965062,-100.5146067,2333
Carretera Gomez Palacio-Jimenez Km 125,35210,Ceballos,Mapimi,Mapimi,Durango,26.53524637,-104.1373001,1591
Calzada La Viga,6820,Transito,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.41391894,-99.12842031,2016
Av. Manuel Glez.,6900,Nonoalco Tlatelolco,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.45355373,-99.13424985,2008
"Fraccion ""A"" De Avenida Centenario",7040,Atzacoalco,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.50446431,-99.09344312,1810
Canal De San Juan,9210,Tepalcates,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.39731657,-99.05811876,1888
Carr San Fco Del Rincón- León,36300,San Francisco Del Rincon Centro,San Francisco Del Rincon,San Francisco Del Rincon,Guanajuato,21.04211853,-101.8038141,2281
Libramiento Sur,36390,El Llano,San Francisco Del Rincon,San Francisco Del Rincon,Guanajuato,21.00946,-101.85412,2244
Juan De Dios Batiz No. 101 Loc. B,7300,Lindavista,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.50208575,-99.12752162,1933
Av. Revolucion,10000,Lomas Quebradas,La Magdalena Contreras,Ciudad De Mexico,Ciudad de México,19.34723538,-99.19042399,1828
Calz. De Las Bombas,4918,Cafetales,Coyoacan,Ciudad De Mexico,Ciudad de México,19.31048046,-99.10811159,1929
Eduardo Molina,7420,Nueva Atzacoalco,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.49369947,-99.09188547,2002
Calzada San Juan De Aragon,7450,Dm Nacional,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.4772982,-99.09437,1959
Paseo De La Presa De La Olla,36000,Guanajuato Centro,Guanajuato,Guanajuato,Guanajuato,21.004294,-101.246996,2263
Tepetapa,36000,Guanajuato Centro,Guanajuato,Guanajuato,Guanajuato,21.0213291,-101.2655771,2248
Av. Juarez,36000,Guanajuato Centro,Guanajuato,Guanajuato,Guanajuato,21.01689962,-101.2623138,2376
Carretera Gto- Marfil,36050,Noria Alta,Guanajuato,Guanajuato,Guanajuato,21.00988,-101.26953,2220
Blvd. Emiliano Zapata,36119,Sopeña,Silao,Silao,Guanajuato,20.9487124,-101.431845,2292
Calle Leibinitz,11590,Anzures,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.42922281,-99.17829909,1810
Calle Gobernador Ignacio Esteva,11850,San Miguel Chapultepec,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.40950409,-99.18380203,1923
Progreso,11870,Tacubaya,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.40437316,-99.17856817,1946
Blvd. Asecretaria De Marina,5129,Lomas Del Chamizal,Cuajimalpa De Morelos,Ciudad De Mexico,Ciudad de México,19.38655046,-99.26540928,1898
Av. Trbajadores De La Ind. Militar,5129,Lomas Del Chamizal,Cuajimalpa De Morelos,Ciudad De Mexico,Ciudad de México,19.39629702,-99.25854026,1902
Av. Jesus Del Monte  Mz 1,5260,Jesus Del Monte,Cuajimalpa De Morelos,Ciudad De Mexico,Ciudad de México,19.3643658,-99.29286407,2001
Carretera Mexico-Toluca,5320,El Yaqui,Cuajimalpa De Morelos,Ciudad De Mexico,Ciudad de México,19.36399361,-99.27875737,1866
Estado De Zacatecas,7550,Providencia,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.48862812,-99.06883649,1989
Calz. Vallejo,7600,Progreso Nacional,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.52084195,-99.16407185,2025
Calz. Vallejo,7730,Montevideo,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.47916246,-99.14777913,1901
Libramiento Independencia,36400,Purisima De Bustos,Purisima Del Rincon,Purisima Del Rincon,Guanajuato,21.0442,-101.84169,2258
Sombrereros No. 9 Pb,6030,Tabacalera,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.43754919,-99.1483663,1962
Balderas,6050,Centro De La Ciudad De Mexico Area 5,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.43222107,-99.14775391,1885
Calle Isable La Catolica,6080,Centro De La Ciudad De Mexico Area 8,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.42878253,-99.13899259,1941
Revillagigedo No. 108 Esq Arcos De Belen,6080,Centro De La Ciudad De Mexico Area 8,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.42741469,-99.1472969,1891
Altamirano,6470,San Rafael,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.44202363,-99.16168155,1821
Sadi Carnot 88 Y 90 Esq. Antonio Caso,6470,San Rafael,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.43464806,-99.15896891,1887
Rio Amazonas No.,6500,Cuauhtemoc,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.431074,-99.16368685,2018
Carr. Fresnillo-Torreon,35890,Santa Clara,Santa Clara,Santa Clara,Durango,24.443555,-103.484001,1554
Santos Degollado,36500,Irapuato Centro,Irapuato,Irapuato,Guanajuato,20.67553225,-101.3471084,2268
Carr San Fco Del Rincon - El Maguey,36446,El Maguey,San Francisco Del Rincon,San Francisco Del Rincon,Guanajuato,20.98929044,-101.8402455,2325
Av. Ejercito Nacional,11300,Veronica Anzures,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.43625531,-99.17919244,1847
Av. Cuitlahuac,11400,Popotla,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.4582376,-99.17950443,1919
Mexico Tacuba,11410,Tacuba,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.45823832,-99.18428911,1810
Calzada Mexico Tacuba,11410,Tacuba,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.45869237,-99.18476536,1970
"Mariano Escobedo No. 479, 491 Y 501 Loc. 17 Y 20",11570,Chapultepec Morales,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.43214235,-99.18210945,1887
Av.Mariano Escobedono. 373,11570,Chapultepec Morales,Miguel Hidalgo,Ciudad De Mexico,Ciudad de México,19.43605375,-99.18316853,2020
Oriente 107,7860,La Joyita,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.4656264,-99.1114484,1892
Norte 84,7890,Nueva Tenochtitlan,Gustavo A Madero,Ciudad De Mexico,Ciudad de México,19.45602126,-99.10431986,2028
Sostenes Rocha,36530,San Cayetano,Irapuato,Irapuato,Guanajuato,20.67333519,-101.3559239,2380
Av Paseo Solidaridad,36540,Emiliano Zapata 2,Irapuato,Irapuato,Guanajuato,20.66903537,-101.3301613,2326
3,8100,Agricola Pantitlan,Iztacalco,Ciudad De Mexico,Ciudad de México,19.39965771,-99.0601696,2025
Calzada De Tlalpan,8200,Viaducto Piedad,Iztacalco,Ciudad De Mexico,Ciudad de México,19.3992692,-99.13666095,1944
Oriente 259,8500,Agricola Oriental,Iztacalco,Ciudad De Mexico,Ciudad de México,19.38707811,-99.06272926,1932
Guanajuato,6700,Roma Norte,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.41593565,-99.16361572,1975
Durango,6700,Roma Norte,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.42240543,-99.15418461,1803
Av. Alvaro Obregon. Loc. B,6700,Roma Norte,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.41810737,-99.16169369,1919
Puebla,6700,Roma Norte,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.42028813,-99.17293788,1853
Av. Niuos Heroes,6720,Doctores,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.41919809,-99.14999044,2015
Dr.Bernard,6720,Doctores,Cuauhtemoc,Ciudad De Mexico,Ciudad de México,19.42344108,-99.15175942,2022
Eje 3 Ote (Av. 5),9060,Escuadron 201,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.36475349,-99.10965727,1818
Avenida Ignacio Zaragoza,9130,San Lorenzo Xicotencatl,Iztapalapa,Ciudad De Mexico,Ciudad de México,19.38541792,-99.0353479,1825
Morelos Esquina Calle 11,35029,Nuevo Refugio,Gomez Palacio,Gomez Palacio,Durango,25.58832005,-103.5081023,1411
Carretera Jabonoso - Esmeralda Km 10,35130,La Popular,Gomez Palacio,Gomez Palacio,Durango,25.68860761,-103.44378,1428
Blvd. Teofilo Borunda,32616,Jardines Del Lago,Juarez,Ciudad Juarez,Chihuahua,31.68776273,-106.4170151,1227
Paseo De La Victoria,32690,Aeropuerto,Juarez,Ciudad Juarez,Chihuahua,31.66768684,-106.3958762,1426
Av Juarez,29960,Palenque,Palenque,Palenque,Chiapas,17.50797709,-91.98831433,4419
Ave. Fernando Baeza Y Ave. Solidaridad,33017,Los Nogales Infonavit,Delicias,Ciudad Delicias,Chihuahua,28.18574,-105.443028,1310
Av. Gomez Morin Y C. 3ª,33077,Residencial Delicias,Delicias,Ciudad Delicias,Chihuahua,28.183222,-105.478653,1396
Montes Apeninos,32650,La Cuesta 1,Juarez,Ciudad Juarez,Chihuahua,31.67464,-106.42678,1245
Av Granjero,32697,Oasis,Juarez,Ciudad Juarez,Chihuahua,31.65925383,-106.4247954,1280
Blvd. Independencia,32700,Zaragoza,Juarez,Juarez,Chihuahua,31.64312676,-106.3463137,1277
Av. Ortiz Rubio Ejercito Nacional,32700,Zaragoza,Juarez,Juarez,Chihuahua,31.67648,-106.37892,1415
Hidalgo,37000,Leon De Los Aldamas Centro,Leon,Leon,Guanajuato,21.12423428,-101.6822576,2226
Calzada De Los Heroes,37000,Leon De Los Aldamas Centro,Leon,Leon,Guanajuato,0,-101.67196,2218
Miguel Aleman,37000,Leon De Los Aldamas Centro,Leon,Leon,Guanajuato,21.1157759,-101.6876688,2381
5 De Febrero,34000,Durango Centro,Durango,Durango,Durango,24.0255251,-104.6560264,1533
Av. Cuauhtemoc,34000,Durango Centro,Durango,Durango,Durango,24.02991582,-104.6566653,1422
San Miguel,83117,*Pueblitos,Hermosillo,Hermosillo,Sonora,29.16751702,-111.0169923,588
Blvd. Gaspar Lucken Escalante,83179,*Puerta Real,Hermosillo,Hermosillo,Sonora,29.12062165,-111.0498392,680
Real De La Jara,83179,*Puerta Real,Hermosillo,Hermosillo,Sonora,29.11503909,-111.0448007,558
Miguel De Cervantes Saavedra,37444,La Piscina Ctm,Leon,Leon,Guanajuato,21.112987,-101.710299,2296
Prol Ocampo,34158,La Pradera,Durango,Durango,Durango,24.00867293,-104.6663719,1443
Acapulco,37260,Coecillo,Leon,Leon,Guanajuato,21.12728897,-101.6676324,2324
Blvd Vicente Valtierra,37260,La Candelaria,Leon,Leon,Guanajuato,21.12997237,-101.6554923,2229
Blvd. Francisco Villa,37270,Las Bugambilias,Leon,Leon,Guanajuato,21.11729564,-101.6524153,2346
Blvd Campestre,37160,Jardines Del Moral,Leon,Leon,Guanajuato,21.1498548,-101.6927734,2321
Av Haciendas El Rosario,37170,Casa Blanca,Leon,Leon,Guanajuato,21.15773188,-101.6766947,2320
Carretera San Miguel De Allende A Celaya,37700,San Miguel De Allende Centro,Allende,San Miguel De Allende,Guanajuato,20.89818261,-100.7537364,2359
Blvd. Hidalgo,37190,Heroes De Chapultepec,Leon,Leon,Guanajuato,21.14135444,-101.6750918,2273
Francisco I Madero,34630,Santiago Papasquiaro Centro,Santiago Papasquiaro,Santiago Papasquiaro,Durango,25.04489589,-105.4201363,1434
Carr Dolores-Gto,37800,Ciudad Dolores Hidalgo,Dolores Hidalgo,Dolores Hidalgo,Guanajuato,21.15481,-100.9447,2259
Blvd Domingo Arrieta,34188,Juan Lira,Durango,Durango,Durango,23.991791,-104.663637,1568
Escorpio,34190,Sahop,Durango,Durango,Durango,23.99905,-104.65899,1398
Haiti,34200,Jardines De Durango,Durango,Durango,Durango,24.03749616,-104.6355728,1470
Ave. San Ignacio,34204,Puerta De San Ignacio,Durango,Durango,Durango,24.04265437,-104.6584057,1466
Wagner,37480,Leon Moderno,Leon,Leon,Guanajuato,21.1085388,-101.6669031,2213
Pradera,37510,Parque Manzanares,Leon,Leon,Guanajuato,21.0995038,-101.6497714,2207
Blvd Francisco Villa,34208,Ciudad Industrial,Durango,Durango,Durango,24.05797,-104.61208,1591
Carretra Parral,34217,La Forestal,Durango,Durango,Durango,24.04064276,-104.657581,1523
Blvd. Francisco Villa,34220,Guadalupe,Durango,Durango,Durango,24.04130969,-104.6295373,1438
Blvd Delta,37538,Valle Delta,Leon,Leon,Guanajuato,21.0823204,-101.6284908,2238
Prolongacion Juarez,37666,Plan De Ayala O Santa Rosa,Leon,Leon,Guanajuato,21.07642665,-101.7151705,2255
Prol. Pino Suarez,34240,Santa Fe,Durango,Durango,Durango,24.02724,-104.63362,1586
Blvd. Miguel De Cervantes Saavedra,37306,Granada Infonavit,Leon,Leon,Guanajuato,21.14610066,-101.7012325,2371
Carretera Federal,34940,El Salto Centro,Pueblo Nuevo,El Salto,Durango,23.78480384,-105.3561094,1414
Tratado De Libre Comercio Esq. Hombres Ilustres,32880,Ciudad Ojinaga,Ojinaga,Ojinaga,Chihuahua,29.55771918,-104.404005,1336
Carretera Tenango - La Marquesa,52600,Tianguistenco De Galeana,Tianguistenco,Tianguistenco,México,19.14349023,-99.48613744,3460
Av. Universidad,47780,San Vicente,Ocotlan,Ocotlan,Jalisco,20.35371462,-102.7801508,1814
Av. Dr. Jorge Jimenez Cantu,52930,Chiluca,Atizapan De Zaragoza,Ciudad Adolfo Lopez Mateos,México,19.54945466,-99.28661058,3589
Carret. Mexico - Toluca Km 44+728,52740,Ocoyoacac,Ocoyoacac,Ocoyoacac,México,19.28258472,-99.46169229,3428
Plaza Insurgentes,52740,Ocoyoacac,Ocoyoacac,Ocoyoacac,México,19.27416624,-99.46142835,3464
Carr. Mexico - Toluca Km. 44.5,52740,Ocoyoacac,Ocoyoacac,Ocoyoacac,México,19.28328991,-99.45710419,3410
